gender;event_id;discipline;track_type;source_label;measurement;expected_points;mark;normalized_result;actual_points;delta
f;15km;15km;long;Road I · 15 km;time;615;1:07:54.02;4074.02;614;-1
f;15km;15km;long;Road I · 15 km;time;486;1:13:51.02;4431.02;485;-1
f;15km;15km;long;Road I · 15 km;time;190;1:31:42.04;5502.04;189;-1
f;15km;15km;long;Road I · 15 km;time;127;1:37:08.03;5828.03;126;-1
f;15km;15km;long;Road I · 15 km;time;112;1:38:37.02;5917.02;111;-1
f;15km;15km;long;Road I · 15 km;time;63;1:44:20.03;6260.03;62;-1
f;15km;15km;long;Road I · 15 km;time;28;1:50:03.03;6603.03;27;-1
f;15km;15km;long;Road I · 15 km;time;11;1:54:19.04;6859.04;10;-1
f;15km;15km;long;Road I · 15 km;time;7;1:55:46.04;6946.04;6;-1
f;10miles;10miles;long;Road I · 10 Miles;time;924;1:00:12.04;3612.04;923;-1
f;10miles;10miles;long;Road I · 10 Miles;time;909;1:00:47.03;3647.03;908;-1
f;10miles;10miles;long;Road I · 10 Miles;time;826;1:04:06.01;3846.01;825;-1
f;10miles;10miles;long;Road I · 10 Miles;time;708;1:09:07.03;4147.03;707;-1
f;10miles;10miles;long;Road I · 10 Miles;time;640;1:12:12.01;4332.01;639;-1
f;10miles;10miles;long;Road I · 10 Miles;time;466;1:20:56.03;4856.03;465;-1
f;10miles;10miles;long;Road I · 10 Miles;time;360;1:27:05.04;5225.04;359;-1
f;10miles;10miles;long;Road I · 10 Miles;time;309;1:30:22.03;5422.03;308;-1
f;10miles;10miles;long;Road I · 10 Miles;time;231;1:35:58.04;5758.04;230;-1
f;10miles;10miles;long;Road I · 10 Miles;time;101;1:48:05.01;6485.01;100;-1
f;10miles;10miles;long;Road I · 10 Miles;time;47;1:55:36.02;6936.02;46;-1
f;10miles;10miles;long;Road I · 10 Miles;time;40;1:56:51.01;7011.01;39;-1
f;20km;20km;long;Road I · 20 km;time;1229;1:01:46.04;3706.04;1228;-1
f;20km;20km;long;Road I · 20 km;time;1221;1:02:07.04;3727.04;1220;-1
f;20km;20km;long;Road I · 20 km;time;1171;1:04:20.01;3860.01;1170;-1
f;20km;20km;long;Road I · 20 km;time;1101;1:07:31.04;4051.04;1100;-1
f;20km;20km;long;Road I · 20 km;time;1013;1:11:40.04;4300.04;1012;-1
f;20km;20km;long;Road I · 20 km;time;953;1:14:36.04;4476.04;952;-1
f;20km;20km;long;Road I · 20 km;time;869;1:18:52.04;4732.04;868;-1
f;20km;20km;long;Road I · 20 km;time;854;1:19:39.04;4779.04;853;-1
f;20km;20km;long;Road I · 20 km;time;807;1:22:09.03;4929.03;806;-1
f;20km;20km;long;Road I · 20 km;time;784;1:23:24.03;5004.03;783;-1
f;20km;20km;long;Road I · 20 km;time;739;1:25:54.02;5154.02;738;-1
f;20km;20km;long;Road I · 20 km;time;327;1:53:48.02;6828.02;326;-1
f;20km;20km;long;Road I · 20 km;time;273;1:58:35.04;7115.04;272;-1
f;20km;20km;long;Road I · 20 km;time;196;2:06:19.01;7579.01;195;-1
f;20km;20km;long;Road I · 20 km;time;168;2:09:30.04;7770.04;167;-1
f;20km;20km;long;Road I · 20 km;time;77;2:22:20.04;8540.04;76;-1
f;half_marathon;half_marathon;long;Road II · HM;time;1246;1:04:30.03;3870.03;1245;-1
f;half_marathon;half_marathon;long;Road II · HM;time;1060;1:13:28.04;4408.04;1059;-1
f;half_marathon;half_marathon;long;Road II · HM;time;948;1:19:15.02;4755.02;947;-1
f;half_marathon;half_marathon;long;Road II · HM;time;858;1:24:09.04;5049.04;857;-1
f;half_marathon;half_marathon;long;Road II · HM;time;829;1:25:47.02;5147.02;828;-1
f;half_marathon;half_marathon;long;Road II · HM;time;389;1:55:27.03;6927.03;388;-1
f;half_marathon;half_marathon;long;Road II · HM;time;381;1:56:07.04;6967.04;380;-1
f;half_marathon;half_marathon;long;Road II · HM;time;295;2:03:47.03;7427.03;294;-1
f;half_marathon;half_marathon;long;Road II · HM;time;265;2:06:43.03;7603.03;264;-1
f;half_marathon;half_marathon;long;Road II · HM;time;120;2:24:08.04;8648.04;119;-1
f;half_marathon;half_marathon;long;Road II · HM;time;95;2:28:05.03;8885.03;94;-1
f;half_marathon;half_marathon;long;Road II · HM;time;30;2:42:03.02;9723.02;29;-1
f;25km;25km;long;Road II · 25 km;time;1355;1:11:40.04;4300.04;1354;-1
f;25km;25km;long;Road II · 25 km;time;1276;1:15:58.03;4558.03;1275;-1
f;25km;25km;long;Road II · 25 km;time;1222;1:18:59.04;4739.04;1221;-1
f;25km;25km;long;Road II · 25 km;time;1207;1:19:50.02;4790.02;1206;-1
f;25km;25km;long;Road II · 25 km;time;911;1:37:50.02;5870.02;910;-1
f;25km;25km;long;Road II · 25 km;time;893;1:39:01.04;5941.04;892;-1
f;25km;25km;long;Road II · 25 km;time;618;1:58:51.02;7131.02;617;-1
f;25km;25km;long;Road II · 25 km;time;397;2:18:20.02;8300.02;396;-1
f;25km;25km;long;Road II · 25 km;time;319;2:26:29.04;8789.04;318;-1
f;25km;25km;long;Road II · 25 km;time;292;2:29:32.04;8972.04;291;-1
f;25km;25km;long;Road II · 25 km;time;281;2:30:49.02;9049.02;280;-1
f;25km;25km;long;Road II · 25 km;time;233;2:36:44.04;9404.04;232;-1
f;25km;25km;long;Road II · 25 km;time;120;2:53:45.02;10425.02;119;-1
f;25km;25km;long;Road II · 25 km;time;73;3:03:16.04;10996.04;72;-1
f;30km;30km;long;Road II · 30 km;time;1373;1:26:04.04;5164.04;1372;-1
f;30km;30km;long;Road II · 30 km;time;1258;1:33:46.02;5626.02;1257;-1
f;30km;30km;long;Road II · 30 km;time;1087;1:45:54.03;6354.03;1086;-1
f;30km;30km;long;Road II · 30 km;time;1058;1:48:03.02;6483.02;1057;-1
f;30km;30km;long;Road II · 30 km;time;881;2:01:52.03;7312.03;880;-1
f;30km;30km;long;Road II · 30 km;time;735;2:14:21.03;8061.03;734;-1
f;30km;30km;long;Road II · 30 km;time;502;2:37:12.03;9432.03;501;-1
f;30km;30km;long;Road II · 30 km;time;383;2:50:58.01;10258.01;382;-1
f;marathon;marathon;long;Road II · Marathon;time;1343;2:06:55.04;7615.04;1342;-1
f;marathon;marathon;long;Road II · Marathon;time;1235;2:17:43.04;8263.04;1234;-1
f;marathon;marathon;long;Road II · Marathon;time;1205;2:20:48.02;8448.02;1204;-1
f;marathon;marathon;long;Road II · Marathon;time;1176;2:23:49.03;8629.03;1175;-1
f;marathon;marathon;long;Road II · Marathon;time;1069;2:35:17.03;9317.03;1068;-1
f;marathon;marathon;long;Road II · Marathon;time;1045;2:37:56.01;9476.01;1044;-1
f;marathon;marathon;long;Road II · Marathon;time;980;2:45:16.04;9916.04;979;-1
f;marathon;marathon;long;Road II · Marathon;time;951;2:48:37.01;10117.01;950;-1
f;marathon;marathon;long;Road II · Marathon;time;836;3:02:26.02;10946.02;835;-1
f;marathon;marathon;long;Road II · Marathon;time;708;3:18:59.01;11939.01;707;-1
f;marathon;marathon;long;Road II · Marathon;time;585;3:36:22.03;12982.03;584;-1
f;marathon;marathon;long;Road II · Marathon;time;539;3:43:20.04;13400.04;538;-1
f;marathon;marathon;long;Road II · Marathon;time;479;3:52:53.04;13973.04;478;-1
f;marathon;marathon;long;Road II · Marathon;time;409;4:04:49.04;14689.04;408;-1
f;marathon;marathon;long;Road II · Marathon;time;245;4:37:38.01;16658.01;244;-1
f;marathon;marathon;long;Road II · Marathon;time;238;4:39:15.03;16755.03;237;-1
f;marathon;marathon;long;Road II · Marathon;time;209;4:46:13.04;17173.04;208;-1
f;100km;100km;long;Road II · 100 km;time;1200;6:42:26.04;24146.04;1199;-1
f;100km;100km;long;Road II · 100 km;time;1036;7:26:11.04;26771.04;1035;-1
f;100km;100km;long;Road II · 100 km;time;908;8:02:48.02;28968.02;907;-1
f;100km;100km;long;Road II · 100 km;time;821;8:29:11.04;30551.04;820;-1
f;100km;100km;long;Road II · 100 km;time;804;8:34:30.03;30870.03;803;-1
f;100km;100km;long;Road II · 100 km;time;775;8:43:42.04;31422.04;774;-1
f;100km;100km;long;Road II · 100 km;time;650;9:25:29.02;33929.02;649;-1
f;100km;100km;long;Road II · 100 km;time;518;10:14:15.04;36855.04;517;-1
f;100km;100km;long;Road II · 100 km;time;480;10:29:25.01;37765.01;479;-1
f;100km;100km;long;Road II · 100 km;time;408;10:59:54.01;39594.01;407;-1
f;100km;100km;long;Road II · 100 km;time;379;11:12:56.02;40376.02;378;-1
f;100km;100km;long;Road II · 100 km;time;345;11:28:52.03;41332.03;344;-1
f;100km;100km;long;Road II · 100 km;time;247;12:19:49.04;44389.04;246;-1
f;100km;100km;long;Road II · 100 km;time;227;12:31:24.04;45084.04;226;-1
f;100km;100km;long;Road II · 100 km;time;201;12:47:15.04;46035.04;200;-1
f;100km;100km;long;Road II · 100 km;time;178;13:02:09.02;46929.02;177;-1
f;100km;100km;long;Road II · 100 km;time;165;13:11:00.04;47460.04;164;-1
f;100km;100km;long;Road II · 100 km;time;102;13:59:57.03;50397.03;101;-1
f;10kmW;10kmW;long;Walk Road I · 10km W;time;615;1:00:21.02;3621.02;614;-1
f;10kmW;10kmW;long;Walk Road I · 10km W;time;371;1:10:46.04;4246.04;370;-1
f;10kmW;10kmW;long;Walk Road I · 10km W;time;225;1:18:47.03;4727.03;224;-1
f;10kmW;10kmW;long;Walk Road I · 10km W;time;184;1:21:29.03;4889.03;183;-1
f;20kmW;20kmW;long;Walk Road I · 20km W;time;1236;1:24:30.04;5070.04;1235;-1
f;20kmW;20kmW;long;Walk Road I · 20km W;time;1210;1:25:56.01;5156.01;1209;-1
f;20kmW;20kmW;long;Walk Road I · 20km W;time;1195;1:26:46.03;5206.03;1194;-1
f;20kmW;20kmW;long;Walk Road I · 20km W;time;960;1:40:35.04;6035.04;959;-1
f;20kmW;20kmW;long;Walk Road I · 20km W;time;694;1:58:28.04;7108.04;693;-1
f;20kmW;20kmW;long;Walk Road I · 20km W;time;400;2:22:55.03;8575.03;399;-1
f;20kmW;20kmW;long;Walk Road I · 20km W;time;378;2:25:04.02;8704.02;377;-1
f;20kmW;20kmW;long;Walk Road I · 20km W;time;365;2:26:22.04;8782.04;364;-1
f;20kmW;20kmW;long;Walk Road I · 20km W;time;256;2:38:20.03;9500.03;255;-1
f;20kmW;20kmW;long;Walk Road I · 20km W;time;246;2:39:33.03;9573.03;245;-1
f;20kmW;20kmW;long;Walk Road I · 20km W;time;235;2:40:55.03;9655.03;234;-1
f;20kmW;20kmW;long;Walk Road I · 20km W;time;220;2:42:50.03;9770.03;219;-1
f;20kmW;20kmW;long;Walk Road I · 20km W;time;144;2:53:45.02;10425.02;143;-1
f;20kmW;20kmW;long;Walk Road I · 20km W;time;64;3:09:10.02;11350.02;63;-1
f;20kmW;20kmW;long;Walk Road I · 20km W;time;16;3:24:35.02;12275.02;15;-1
f;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;1019;1:43:03.04;6183.04;1018;-1
f;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;996;1:44:32.04;6272.04;995;-1
f;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;972;1:46:06.04;6366.04;971;-1
f;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;780;1:59:24.03;7164.03;779;-1
f;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;661;2:08:29.04;7709.04;660;-1
f;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;588;2:14:28.03;8068.03;587;-1
f;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;490;2:23:07.04;8587.04;489;-1
f;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;384;2:33:31.02;9211.02;383;-1
f;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;300;2:42:50.03;9770.03;299;-1
f;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;210;2:54:25.03;10465.03;209;-1
f;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;108;3:11:12.02;11472.02;107;-1
f;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;96;3:13:38.04;11618.04;95;-1
f;half_marathonW;half_marathonW;long;Walk Road II · HMW;time;12;3:39:34.01;13174.01;11;-1
f;30kmW;30kmW;long;Walk Road II · 30km W;time;1280;2:08:50.04;7730.04;1279;-1
f;30kmW;30kmW;long;Walk Road II · 30km W;time;1232;2:13:08.03;7988.03;1231;-1
f;30kmW;30kmW;long;Walk Road II · 30km W;time;1039;2:31:20.04;9080.04;1038;-1
f;30kmW;30kmW;long;Walk Road II · 30km W;time;968;2:38:27.02;9507.02;967;-1
f;30kmW;30kmW;long;Walk Road II · 30km W;time;815;2:54:44.04;10484.04;814;-1
f;30kmW;30kmW;long;Walk Road II · 30km W;time;794;2:57:05.04;10625.04;793;-1
f;30kmW;30kmW;long;Walk Road II · 30km W;time;554;3:26:33.04;12393.04;553;-1
f;30kmW;30kmW;long;Walk Road II · 30km W;time;546;3:27:38.02;12458.02;545;-1
f;30kmW;30kmW;long;Walk Road II · 30km W;time;485;3:36:10.02;12970.02;484;-1
f;30kmW;30kmW;long;Walk Road II · 30km W;time;482;3:36:36.03;12996.03;481;-1
f;30kmW;30kmW;long;Walk Road II · 30km W;time;382;3:51:54.03;13914.03;381;-1
f;30kmW;30kmW;long;Walk Road II · 30km W;time;371;3:53:42.03;14022.03;370;-1
f;30kmW;30kmW;long;Walk Road II · 30km W;time;320;4:02:25.01;14545.01;319;-1
f;30kmW;30kmW;long;Walk Road II · 30km W;time;270;4:11:40.04;15100.04;269;-1
f;35kmW;35kmW;long;Walk Road II · 35 km W;time;1276;2:35:52.02;9352.02;1275;-1
f;35kmW;35kmW;long;Walk Road II · 35 km W;time;1195;2:44:31.03;9871.03;1194;-1
f;35kmW;35kmW;long;Walk Road II · 35 km W;time;1022;3:04:02.01;11042.01;1021;-1
f;35kmW;35kmW;long;Walk Road II · 35 km W;time;966;3:10:42.04;11442.04;965;-1
f;35kmW;35kmW;long;Walk Road II · 35 km W;time;859;3:24:00.03;12240.03;858;-1
f;35kmW;35kmW;long;Walk Road II · 35 km W;time;775;3:35:02.03;12902.03;774;-1
f;35kmW;35kmW;long;Walk Road II · 35 km W;time;615;3:57:51.03;14271.03;614;-1
f;35kmW;35kmW;long;Walk Road II · 35 km W;time;536;4:10:13.04;15013.04;535;-1
f;35kmW;35kmW;long;Walk Road II · 35 km W;time;507;4:14:59.02;15299.02;506;-1
f;35kmW;35kmW;long;Walk Road II · 35 km W;time;493;4:17:20.03;15440.03;492;-1
f;35kmW;35kmW;long;Walk Road II · 35 km W;time;479;4:19:43.02;15583.02;478;-1
f;35kmW;35kmW;long;Walk Road II · 35 km W;time;420;4:30:10.02;16210.02;419;-1
f;35kmW;35kmW;long;Walk Road II · 35 km W;time;319;4:49:56.04;17396.04;318;-1
f;35kmW;35kmW;long;Walk Road II · 35 km W;time;268;5:01:07.02;18067.02;267;-1
f;marathonW;marathonW;long;Walk Road II · MarW;time;1341;3:04:54.02;11094.02;1340;-1
f;marathonW;marathonW;long;Walk Road II · MarW;time;1232;3:19:20.01;11960.01;1231;-1
f;marathonW;marathonW;long;Walk Road II · MarW;time;1212;3:22:03.04;12123.04;1211;-1
f;marathonW;marathonW;long;Walk Road II · MarW;time;1202;3:23:25.04;12205.04;1201;-1
f;marathonW;marathonW;long;Walk Road II · MarW;time;1103;3:37:16.03;13036.03;1102;-1
f;marathonW;marathonW;long;Walk Road II · MarW;time;1082;3:40:17.04;13217.04;1081;-1
f;marathonW;marathonW;long;Walk Road II · MarW;time;952;3:59:39.03;14379.03;951;-1
f;marathonW;marathonW;long;Walk Road II · MarW;time;931;4:02:54.04;14574.04;930;-1
f;marathonW;marathonW;long;Walk Road II · MarW;time;920;4:04:37.03;14677.03;919;-1
f;marathonW;marathonW;long;Walk Road II · MarW;time;726;4:36:47.03;16607.03;725;-1
f;marathonW;marathonW;long;Walk Road II · MarW;time;669;4:47:02.03;17222.03;668;-1
f;marathonW;marathonW;long;Walk Road II · MarW;time;560;5:07:56.04;18476.04;559;-1
f;marathonW;marathonW;long;Walk Road II · MarW;time;457;5:29:39.03;19779.03;456;-1
f;marathonW;marathonW;long;Walk Road II · MarW;time;447;5:31:53.04;19913.04;446;-1
f;marathonW;marathonW;long;Walk Road II · MarW;time;443;5:32:47.04;19967.04;442;-1
f;marathonW;marathonW;long;Walk Road II · MarW;time;315;6:04:07.02;21847.02;314;-1
f;marathonW;marathonW;long;Walk Road II · MarW;time;308;6:06:00.03;21960.03;307;-1
f;marathonW;marathonW;long;Walk Road II · MarW;time;223;6:30:51.03;23451.03;222;-1
f;marathonW;marathonW;long;Walk Road II · MarW;time;136;7:01:55.03;25315.03;135;-1
f;marathonW;marathonW;long;Walk Road II · MarW;time;37;7:54:54.03;28494.03;36;-1
f;50kmW;50kmW;long;Walk Road II · 50km W;time;1396;3:34:34.03;12874.03;1395;-1
f;50kmW;50kmW;long;Walk Road II · 50km W;time;1311;3:48:13.02;13693.02;1310;-1
f;50kmW;50kmW;long;Walk Road II · 50km W;time;1166;4:12:34.04;15154.04;1165;-1
f;50kmW;50kmW;long;Walk Road II · 50km W;time;1133;4:18:19.04;15499.04;1132;-1
f;50kmW;50kmW;long;Walk Road II · 50km W;time;1081;4:27:33.03;16053.03;1080;-1
f;50kmW;50kmW;long;Walk Road II · 50km W;time;958;4:50:19.02;17419.02;957;-1
f;50kmW;50kmW;long;Walk Road II · 50km W;time;907;5:00:11.03;18011.03;906;-1
f;50kmW;50kmW;long;Walk Road II · 50km W;time;875;5:06:31.02;18391.02;874;-1
f;50kmW;50kmW;long;Walk Road II · 50km W;time;620;6:01:49.04;21709.04;619;-1
f;50kmW;50kmW;long;Walk Road II · 50km W;time;596;6:07:34.03;22054.03;595;-1
f;50kmW;50kmW;long;Walk Road II · 50km W;time;572;6:13:26.03;22406.03;571;-1
f;50kmW;50kmW;long;Walk Road II · 50km W;time;520;6:26:35.03;23195.03;519;-1
f;50kmW;50kmW;long;Walk Road II · 50km W;time;347;7:15:55.01;26155.01;346;-1
f;50kmW;50kmW;long;Walk Road II · 50km W;time;199;8:09:20.02;29360.02;198;-1
f;50kmW;50kmW;long;Walk Road II · 50km W;time;195;8:11:01.02;29461.02;194;-1
